,,1,2,3,4,5,6,7,
-,RCUS,RCUS US Equity,ARCUS BIOSCIENCE,"1,605,782,528","15,000,000",-2592.86,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,ELF,ELF US Equity,ELF BEAUTY INC,"1,024,582,208","287,614,000",4.66,Consumer Staples,Household & Personal Products,
-,ORLY,ORLY US Equity,O'REILLY AUTOMOT,"34,329,763,840","10,717,584,896",23.82,Consumer Discretionary,Retailing,
-,AVRO,AVRO US Equity,AVROBIO INC,"640,296,576",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PAVM,PAVM US Equity,PAVMED INC,"99,165,464",0,,Health Care,Health Care Equipment & Services,
-,FULC,FULC US Equity,FULCRUM THERAPEU,"213,308,608",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,VRS,VRS US Equity,VERSO CORP - A,"457,571,328","1,942,000,000",-15.67,Materials,Materials,
-,GBLI,GBLI US Equity,GLOBAL INDEMNITY,"366,847,712","583,507,984",27.56,Financials,Insurance,
-,GRWG,GRWG US Equity,GROWGENERATION C,"406,024,416","123,596,310",-6.42,Consumer Discretionary,Retailing,
-,KNSL,KNSL US Equity,KINSALE CAPITAL,"4,398,209,536","369,184,000",30.96,Financials,Insurance,
-,OSIS,OSIS US Equity,OSI SYSTEMS INC,"1,420,726,272","1,197,454,016",8.07,Information Technology,Technology Hardware & Equipment,
-,CEVA,CEVA US Equity,CEVA INC,"944,630,272","99,004,000",-6.39,Information Technology,Semiconductors & Semiconductor Equipment,
-,OSK,OSK US Equity,OSHKOSH CORP,"5,672,569,344","7,268,300,032",7.50,Industrials,Capital Goods,
-,OSTK,OSTK US Equity,OVERSTOCK.COM,"3,805,791,744","1,852,096,992",4.99,Consumer Discretionary,Retailing,
-,LOGC,LOGC US Equity,LOGICBIO THERAPE,"206,867,584","1,986,000",-824.77,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,HTZ,HTZ US Equity,HERTZ GLOBAL HOL,"226,247,632","7,917,000,192",-104.09,Industrials,Transportation,
-,OTIS,OTIS US Equity,OTIS WORLDWI,"28,106,856,448","12,660,999,936",13.73,Industrials,Capital Goods,
-,PAG,PAG US Equity,PENSKE AUTOMOTIV,"3,871,476,480","20,509,199,616",1.96,Consumer Discretionary,Retailing,
-,WTRH,WTRH US Equity,WAITR HOLDINGS I,"463,418,848","197,050,000",22.89,Consumer Discretionary,Retailing,
-,VREX,VREX US Equity,VAREX IMAGIN,"625,600,000","770,700,000",-15.65,Health Care,Health Care Equipment & Services,
-,ASIX,ASIX US Equity,ADVANSIX INC,"393,825,312","1,173,017,968",7.03,Materials,Materials,
-,APTX,APTX US Equity,APTINYX INC,"176,230,496","3,597,000",-1850.37,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
PANW,PANW,PANW US Equity,PALO ALTO NETWOR,"25,063,766,016","3,263,800,064",-6.50,Information Technology,Software & Services,
-,NH,NH US Equity,NANTHEALTH INC,"461,860,384","82,311,000",-38.72,Health Care,Health Care Equipment & Services,
-,PATK,PATK US Equity,PATRICK INDS INC,"1,530,263,808","2,128,922,944",2.85,Industrials,Capital Goods,
-,IDYA,IDYA US Equity,IDEAYA BIOSCIENC,"334,698,176",,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,FIXX,FIXX US Equity,HOMOLOGY MEDICIN,"499,660,256","2,159,000",-6295.77,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,REVG,REVG US Equity,REV GROUP INC,"493,299,680","2,348,999,968",-2.47,Industrials,Capital Goods,
-,IMRA,IMRA US Equity,IMARA INC,"354,940,736",,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
PAYC,PAYC,PAYC US Equity,PAYCOM SOFTWARE,"16,839,918,592","792,370,000",14.64,Information Technology,Software & Services,
PAYX,PAYX,PAYX US Equity,PAYCHEX INC,"26,595,596,288","4,040,500,096",32.74,Information Technology,Software & Services,
-,CNDT,CNDT US Equity,CONDUENT INC,"784,606,208","4,264,000,064",-4.82,Information Technology,Software & Services,
-,KOD,KOD US Equity,KODIAK SCIENCES,"2,172,568,576",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,CRTX,CRTX US Equity,CORTEXYME INC,"1,294,360,576",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,NXTC,NXTC US Equity,NEXTCURE INC,"261,200,080","25,966,000",,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TRHC,TRHC US Equity,TABULA RASA HEAL,"1,096,359,424","297,154,000",-13.21,Health Care,Health Care Equipment & Services,
-,PBH,PBH US Equity,PRESTIGE CONSUME,"1,895,633,408","960,250,000",34.93,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PLSE,PLSE US Equity,PULSE BIOSCIENCE,"263,969,904",0,,Health Care,Health Care Equipment & Services,
-,ATNX,ATNX US Equity,ATHENEX INC,"948,833,472","140,832,000",-80.49,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PBI,PBI US Equity,PITNEY BOWES INC,"1,105,994,752","3,255,227,968",4.50,Industrials,Commercial & Professional Services,
PCAR,PCAR,PCAR US Equity,PACCAR INC,"31,267,633,152","20,708,099,840",5.08,Industrials,Capital Goods,
PCTY,PCTY,PCTY US Equity,PAYLOCITY HOLDIN,"6,839,693,312","561,329,000",4.84,Information Technology,Software & Services,
-,RUBY,RUBY US Equity,RUBIUS THERAPEUT,"398,990,240",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
PDCO,PDCO,PDCO US Equity,PATTERSON COS,"2,604,832,512","5,490,011,136",-47.76,Health Care,Health Care Equipment & Services,
-,PEGA,PEGA US Equity,PEGASYSTEMS INC,"9,247,754,240","986,211,040",-22.63,Information Technology,Software & Services,
-,ORIC,ORIC US Equity,ORIC PHARMACEUTI,"765,676,608",,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PEN,PEN US Equity,PENUMBRA INC,"8,557,463,040","527,203,000",-16.79,Health Care,Health Care Equipment & Services,
-,PENN,PENN US Equity,PENN NATL GAMING,"6,848,440,832","4,117,299,936",-54.14,Consumer Discretionary,Consumer Services,
-,PEP,PEP US Equity,PEPSICO INC,"190,802,411,520","67,653,999,616",14.54,Consumer Staples,"Food, Beverage & Tobacco",
-,PFE,PFE US Equity,PFIZER INC,"212,995,194,880","49,196,999,680",26.19,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BATRK,BATRK US Equity,LIBERTY MEDIA-C,"1,077,515,264","279,000,000",-300.00,Communication Services,Media & Entertainment,
-,BATRA,BATRA US Equity,LIBERTY MEDIA- A,"1,077,515,264","279,000,000",-300.00,Communication Services,Media & Entertainment,
-,PFG,PFG US Equity,PRINCIPAL FINL,"12,471,384,064","16,171,499,776",17.29,Financials,Insurance,
-,CRNX,CRNX US Equity,CRINETICS PHARMA,"504,434,144","897,000",,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,KDMN,KDMN US Equity,KADMON HOLDINGS,"710,218,816","11,811,000",-6008.93,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GRTS,GRTS US Equity,GRITSTONE ONCOLO,"135,519,120","3,618,000",-2113.39,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PFGC,PFGC US Equity,PERFORMANCE FOOD,"4,439,450,112","25,086,299,648",-3.91,Consumer Staples,Food & Staples Retailing,
-,MIME,MIME US Equity,MIMECAST LTD,"2,802,505,472","442,908,000",2.34,Information Technology,Software & Services,
PFPT,PFPT,PFPT US Equity,PROOFPOINT INC,"6,076,590,080","979,025,984",-4.19,Information Technology,Software & Services,
PG,PG,PG US Equity,PROCTER & GAMBLE,"336,765,288,448","70,950,000,640",19.67,Consumer Staples,Household & Personal Products,
-,AXSM,AXSM US Equity,AXSOME THERAPEUT,"2,930,543,360",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,WVE,WVE US Equity,WAVE LIFE SCIENC,"339,021,920","12,517,000",-1277.04,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PGR,PGR US Equity,PROGRESSIVE CORP,"52,106,178,560","40,544,699,392",21.20,Financials,Insurance,
-,XAIR,XAIR US Equity,BEYOND AIR INC,"91,051,704",,-2878.62,Health Care,Health Care Equipment & Services,
-,PGTI,PGTI US Equity,PGT INNOVATIONS,"1,102,603,904","795,636,016",4.24,Industrials,Capital Goods,
PH,PH,PH US Equity,PARKER HANNIFIN,"26,869,241,856","13,695,520,000",14.25,Industrials,Capital Goods,
-,PHM,PHM US Equity,PULTEGROUP INC,"12,185,993,216","10,616,038,912",17.82,Consumer Discretionary,Consumer Durables & Apparel,
-,NRBO,NRBO US Equity,NEUROBO PHARMACE,"104,313,400",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,NVCR,NVCR US Equity,NOVOCURE LTD,"7,581,833,216","409,049,000",5.75,Health Care,Health Care Equipment & Services,
-,PII,PII US Equity,POLARIS INC,"6,573,033,984","6,424,513,024",-19.54,Consumer Discretionary,Consumer Durables & Apparel,
-,SBBP,SBBP US Equity,STRONGBRIDGE BIO,"216,880,272","25,724,000",-124.72,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PINC,PINC US Equity,PREMIER INC-CL A,"4,228,452,096","1,273,072,992",30.41,Health Care,Health Care Equipment & Services,
-,PINS,PINS US Equity,PINTEREST INC -A,"21,337,573,376","1,224,025,984",-38.36,Communication Services,Media & Entertainment,
-,PRPL,PRPL US Equity,PURPLE INNOVATIO,"1,350,545,024","467,085,000",6.13,Consumer Discretionary,Consumer Durables & Apparel,
-,PIPR,PIPR US Equity,PIPER SANDLER CO,"1,299,697,920","1,022,047,008",2.53,Financials,Diversified Financials,
-,PJT,PJT US Equity,PJT PARTNERS - A,"2,385,339,136","855,613,024",21.36,Financials,Diversified Financials,
-,DFIN,DFIN US Equity,DONNELLEY FINANC,"386,667,360","860,900,000",1.54,Financials,Diversified Financials,
PKG,PKG,PKG US Equity,PACKAGING CORP,"9,426,600,960","6,721,000,064",7.53,Materials,Materials,
PKI,PKI,PKI US Equity,PERKINELMER INC,"13,403,205,632","2,976,533,056",21.64,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,DSKE,DSKE US Equity,DASEKE INC,"445,340,352","1,596,100,000",-2.12,Industrials,Transportation,
-,PLNT,PLNT US Equity,PLANET FITNESS-A,"4,902,420,992","525,791,016",-56.47,Consumer Discretionary,Consumer Services,
-,PLUS,PLUS US Equity,EPLUS INC,"1,051,474,624","1,562,063,008",7.04,Information Technology,Technology Hardware & Equipment,
-,PLXS,PLXS US Equity,PLEXUS CORP,"2,303,673,088","3,287,361,984",5.35,Information Technology,Technology Hardware & Equipment,
-,PM,PM US Equity,PHILIP MORRIS IN,"124,100,231,168","29,158,999,552",41.06,Consumer Staples,"Food, Beverage & Tobacco",
-,OVID,OVID US Equity,OVID THERAPEUTIC,"436,399,808",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,KZR,KZR US Equity,KEZAR LIFE SCIEN,"207,228,160",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PMT,PMT US Equity,PENNYMAC MORTGAG,"1,796,882,176","759,186,992",70.81,Financials,Diversified Financials,
-,VTVT,VTVT US Equity,VTV THERAPEUTI-A,"169,106,624","23,000",,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,RPD,RPD US Equity,RAPID7 INC,"2,927,240,960","368,055,000",-15.91,Information Technology,Software & Services,
-,MCRB,MCRB US Equity,SERES THERAPEUTI,"1,796,651,008","28,887,000",-339.87,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PNR,PNR US Equity,PENTAIR PLC,"7,497,417,216","2,892,099,968",15.58,Industrials,Capital Goods,
-,RMNI,RMNI US Equity,RIMINI STREET IN,"357,882,912","301,514,000",6.55,Information Technology,Software & Services,
-,DNLI,DNLI US Equity,DENALI THERAPEUT,"3,174,194,688","27,727,000",-1048.01,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,OCX,OCX US Equity,ONCOCYTE COR,"114,998,592","159,000",-6131.47,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,AC,AC US Equity,ASSOCIATED CAP-A,"882,841,792","39,091,000",1133.59,Financials,Diversified Financials,
-,PODD,PODD US Equity,INSULET CORP,"13,435,380,736","825,815,008",12.15,Health Care,Health Care Equipment & Services,
-,POOL,POOL US Equity,POOL CORP,"12,999,010,304","3,438,867,904",16.07,Consumer Discretionary,Retailing,
-,DTIL,DTIL US Equity,PRECISION BIOSCI,"345,915,360","19,463,000",,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,WING,WING US Equity,WINGSTOP INC,"4,542,552,064","224,602,000",29.55,Consumer Discretionary,Consumer Services,
-,NWLI,NWLI US Equity,NATIONAL WESTE-A,"842,574,912","677,097,008",28.03,Financials,Insurance,
-,APPF,APPF US Equity,APPFOLIO INC - A,"5,515,230,208","288,835,000",7.83,Information Technology,Software & Services,
-,SPNE,SPNE US Equity,SEASPINE HOLD,"385,029,216","148,327,000",-47.90,Health Care,Health Care Equipment & Services,
-,KURA,KURA US Equity,KURA ONCOLOGY IN,"1,192,638,464",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
POST,POST,POST US Equity,POST HOLDINGS IN,"6,002,666,496","5,730,200,064",12.88,Consumer Staples,"Food, Beverage & Tobacco",
PPC,PPC,PPC US Equity,PILGRIM'S PRIDE,"3,987,475,968","11,740,410,112",0.97,Consumer Staples,"Food, Beverage & Tobacco",
-,AVCO,AVCO US Equity,AVALON GLOBOCARE,"140,920,512","1,460,637",-1085.07,Health Care,Health Care Equipment & Services,
-,ACLS,ACLS US Equity,AXCELIS TECH INC,"902,555,648","419,132,000",13.32,Information Technology,Semiconductors & Semiconductor Equipment,
-,PPG,PPG US Equity,PPG INDS INC,"28,550,901,760","13,889,999,872",11.18,Materials,Materials,
-,RVMD,RVMD US Equity,REVOLUTION MEDIC,"1,721,339,648",,-279.14,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,AJX,AJX US Equity,GREAT AJAX CORP,"224,894,080","110,215,000",78.91,Financials,Diversified Financials,
-,PQG,PQG US Equity,PQ GROUP HOLDING,"1,735,976,192","1,497,324,000",11.45,Materials,Materials,
-,XBIT,XBIT US Equity,XBIOTECH INC,"476,581,984","28,179,000",,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,ATEX,ATEX US Equity,ANTERIX INC,"763,112,512","1,367,000",-5963.28,Communication Services,Telecommunication Services,
-,PRAA,PRAA US Equity,PRA GROUP INC,"2,036,491,264","1,051,808,000",32.27,Financials,Diversified Financials,
-,CWBR,CWBR US Equity,COHBAR INC,"66,915,668",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,RGNX,RGNX US Equity,REGENXBIO INC,"1,214,848,768","60,678,000",-252.52,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TXG,TXG US Equity,10X GENOMICS I-A,"9,785,995,264","245,892,992",-12.43,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PRAH,PRAH US Equity,PRA HEALTH SCIEN,"6,709,511,680","3,094,530,048",5.98,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PDFS,PDFS US Equity,PDF SOLUTIONS,"803,833,536","87,043,000",-18.84,Information Technology,Semiconductors & Semiconductor Equipment,
-,NK,NK US Equity,NANTKWEST INC,"1,005,204,992","43,000",-2022700.00,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,BLPH,BLPH US Equity,BELLEROPHON THER,"115,208,032",0,,Health Care,Health Care Equipment & Services,
-,CSWI,CSWI US Equity,CSW INDUSTRI INC,"1,116,519,296","374,502,000",15.37,Industrials,Capital Goods,
-,VERI,VERI US Equity,VERITONE INC,"285,688,672","50,425,000",-87.10,Information Technology,Software & Services,
-,APLS,APLS US Equity,APELLIS PHARMACE,"2,141,105,024",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,NTLA,NTLA US Equity,INTELLIA THERAPE,"1,199,483,264","50,731,000",-203.12,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PRDO,PRDO US Equity,PERDOCEO EDUCATI,"1,066,687,488","660,439,024",21.23,Consumer Discretionary,Consumer Services,
-,PRFT,PRFT US Equity,PERFICIENT INC,"1,402,100,096","581,744,016",8.02,Information Technology,Software & Services,
-,PRGO,PRGO US Equity,PERRIGO CO PLC,"7,263,439,360","5,074,000,000",9.63,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PRI,PRI US Equity,PRIMERICA INC,"5,351,734,784","2,103,364,000",26.87,Financials,Insurance,
-,PRMW,PRMW US Equity,PRIMO WATER CORP,"2,415,692,800","2,147,299,968",-24.96,Consumer Staples,"Food, Beverage & Tobacco",
-,PRSC,PRSC US Equity,PROVIDENCE SERVI,"1,286,443,136","1,427,764,992",17.30,Health Care,Health Care Equipment & Services,
-,RYTM,RYTM US Equity,RHYTHM PHARMACEU,"811,340,928",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,WK,WK US Equity,WORKIVA INC,"2,608,326,144","324,105,000",-20.03,Information Technology,Software & Services,
-,PRSP,PRSP US Equity,PERSPECTA INC,"3,564,006,656","4,505,000,064",1.62,Information Technology,Software & Services,
-,PRU,PRU US Equity,PRUDENTL FINL,"27,614,449,664","59,907,000,320",-15.97,Financials,Insurance,
-,PSMT,PSMT US Equity,PRICESMART INC,"2,061,451,008","3,319,906,944",3.00,Consumer Staples,Food & Staples Retailing,
-,CRBP,CRBP US Equity,CORBUS PHARMACEU,"580,973,248","7,211,708",-13319.09,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,PSN,PSN US Equity,PARSONS CORP,"3,656,305,920","3,954,811,904",1.27,Industrials,Capital Goods,
-,PSTG,PSTG US Equity,PURE STORAGE-A,"4,576,931,840","1,683,859,008",-23.12,Information Technology,Technology Hardware & Equipment,
-,BOOT,BOOT US Equity,BOOT BARN HOLDIN,"716,780,864","807,574,000",1.22,Consumer Discretionary,Retailing,
-,JYNT,JYNT US Equity,JOINT CORP/THE,"236,082,256","52,835,825",2.05,Health Care,Health Care Equipment & Services,
PTC,PTC,PTC US Equity,PTC INC,"9,976,856,576","1,402,438,016",18.03,Information Technology,Software & Services,
-,LVGO,LVGO US Equity,LIVONGO HEALTH I,"11,532,410,880","170,198,000",-35.48,Health Care,Health Care Equipment & Services,
-,PTON,PTON US Equity,PELOTON INTERA-A,"18,228,826,112","1,442,100,000",-11.13,Consumer Discretionary,Consumer Durables & Apparel,
PVH,PVH,PVH US Equity,PVH CORP,"3,803,433,216","8,896,699,904",-90.65,Consumer Discretionary,Consumer Durables & Apparel,
-,TCDA,TCDA US Equity,TRICIDA INC,"688,173,376",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,CSTL,CSTL US Equity,CASTLE BIOSCIENC,"824,288,704","51,865,000",14.13,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GNK,GNK US Equity,GENCO SHIPPING &,"318,111,328","385,023,000",-17.66,Industrials,Transportation,
-,AFMD,AFMD US Equity,AFFIMED NV,"283,052,064","14,099,000",-384.59,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,CDTX,CDTX US Equity,CIDARA THERAPEUT,"155,419,168","23,445,000",-575.53,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,LNTH,LNTH US Equity,LANTHEUS HOLDING,"903,985,024","331,836,000",-8.40,Health Care,Health Care Equipment & Services,
-,IRMD,IRMD US Equity,IRADIMED CORP,"271,054,624","36,326,185",-43.11,Health Care,Health Care Equipment & Services,
-,PWR,PWR US Equity,QUANTA SERVICES,"6,829,278,208","11,736,020,992",4.51,Industrials,Capital Goods,
-,BSGM,BSGM US Equity,BIOSIG TECHNOLOG,"210,502,496",0,,Health Care,Health Care Equipment & Services,
-,PYPL,PYPL US Equity,PAYPAL HOLDINGS,"224,475,709,440","19,217,999,872",18.08,Information Technology,Software & Services,
-,OEC,OEC US Equity,ORION ENGINEERED,"775,444,864","1,231,278,016",-6.36,Materials,Materials,
-,PZZA,PZZA US Equity,PAPA JOHN'S INTL,"3,122,929,408","1,691,701,984",6.63,Consumer Discretionary,Consumer Services,
-,VKTX,VKTX US Equity,VIKING THERAPEUT,"554,418,560",0,,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,TWST,TWST US Equity,TWIST BIOSCIENCE,"2,772,230,656","73,404,000",-132.96,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
QCOM,QCOM,QCOM US Equity,QUALCOMM INC,"130,611,118,080","20,000,000,512",15.98,Information Technology,Semiconductors & Semiconductor Equipment,
-,CDNA,CDNA US Equity,CAREDX INC,"1,534,037,504","149,813,000",-25.84,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,LBRDK,LBRDK US Equity,LIBERTY BR-C,"25,487,286,272","15,872,000",-238.99,Communication Services,Media & Entertainment,
-,LBRDA,LBRDA US Equity,LIBERTY BR-A,"25,487,286,272","15,872,000",-238.99,Communication Services,Media & Entertainment,
-,QDEL,QDEL US Equity,QUIDEL CORP,"10,050,833,408","655,076,992",41.47,Health Care,Health Care Equipment & Services,
-,QGEN,QGEN US Equity,QIAGEN NV,"11,063,291,904","1,526,424,064",-1.71,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,QRTEA,QRTEA US Equity,QURATE RETAIL-A,"4,463,042,560","13,604,000,000",11.84,Consumer Discretionary,Retailing,
QRVO,QRVO,QRVO US Equity,QORVO INC,"15,014,097,920","3,250,994,048",11.77,Information Technology,Semiconductors & Semiconductor Equipment,
-,ADVM,ADVM US Equity,ADVERUM BIOTECHN,"1,201,784,064","250,000",,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",
-,GH,GH US Equity,GUARDANT HEALTH,"8,626,050,048","257,590,000",-82.34,Health Care,Health Care Equipment & Services,
-,HRTG,HRTG US Equity,HERITAGE INSURAN,"381,877,504","511,304,992",9.69,Financials,Insurance,
