from_name,from_entity_type,to_name,to_entity_type,from_id,to_id
Other Infectious Disease Biopharmaceuticals,RBICS_IG,Infectious Disease Biopharmaceuticals,RBICS_IG,3510101015,35101010
Administrative Software and Services,RBICS_IG,Administrative Services,RBICS_IG,1010151015,10101510
Food Animal Production,RBICS_IG,Animal Production,RBICS_IG,5015101010,50151010
Greenhouse Gas Emission Services,RBICS_IG,Environmental Services,RBICS_IG,1010253020,10102530
Other Discrete Semiconductors,RBICS_IG,Discrete Semiconductors,RBICS_IG,5510201515,55102015
Oil and Gas Geophysical Services,RBICS_IG,Oil and Gas Operations Support Activities,RBICS_IG,2510202025,25102020
Meat and Seafood Production,RBICS_IG,Food Production,RBICS_IG,5015151525,50151515
China Wholesale Power,RBICS_IG,Asia/Pacific Wholesale Power,RBICS_IG,6510104515,65101045
Building Materials and Supplies Stores,RBICS_IG,Building Materials and Garden Supply Stores,RBICS_IG,2025201010,20252010
Asia/Pacific Wireless Services,RBICS_IG,Wireless Services,RBICS_IG,6010151015,60101510
Australia/New Zealand Mixed Telecom Services,RBICS_IG,Pan-Asia/Pacific Mixed Telecommunications Services,RBICS_IG,6010105515,60101055
Commercial Printing Services,RBICS_IG,Printing Services,RBICS_IG,1010101510,10101015
Consumer Electronics Stores,RBICS_IG,Electronics Retail,RBICS_IG,2025151020,20251510
Other Printing Services,RBICS_IG,Printing Services,RBICS_IG,1010101515,10101015
Lighting Equipment and Component Manufacturing,RBICS_IG,Other Electrical Equipment/Power Systems Makers,RBICS_IG,4010151515,40101515
Web-Related Content Providers,RBICS_IG,Web-Based Data and Services,RBICS_IG,5520103515,55201035
Oil and Gas Transportation,RBICS_IG,Oil and Gas Operations Support Activities,RBICS_IG,2510202035,25102020
Tour Operators,RBICS_IG,Travel Arrangement and Reservation Services,RBICS_IG,1510103015,15101030
Canned and Processed Food Production,RBICS_IG,Food Production,RBICS_IG,5015151510,50151515
Lasers and Optical Instrument Manufacturing,RBICS_IG,Industrial Machine Parts and Support Equipment,RBICS_IG,4010202015,40102020
Immune Deficiency Disorders Biopharmaceuticals,RBICS_IG,Immunology Biopharmaceuticals,RBICS_IG,3510203515,35102035
Oil and Gas Field Equipment Manufacturing,RBICS_IG,Oil and Gas Field Support Activities,RBICS_IG,2510201510,25102015
Small Arms and Security Manufacturing,RBICS_IG,Defense Manufacturing,RBICS_IG,4010101515,40101015
"Hunting, Fishing and Camping Goods",RBICS_IG,Sporting and Athletic Goods,RBICS_IG,2010152020,20101520
Diversified Loan Services,RBICS_IG,Commercial Finance Services,RBICS_IG,3030101010,30301010
Breast Cancer Biopharmaceuticals,RBICS_IG,Oncology Biopharmaceuticals,RBICS_IG,3510101510,35101015
Medical Treatment Supplies,RBICS_IG,Medical Supplies,RBICS_IG,3520201020,35202010
Other Medical Supplies,RBICS_IG,Medical Supplies,RBICS_IG,3520201010,35202010
Portable Computer Systems,RBICS_IG,Computer Systems,RBICS_IG,5515201525,55152015
Other Peripherals,RBICS_IG,Computer Peripherals,RBICS_IG,5515201030,55152010
Other Interconnect Fabrication Services,RBICS_IG,Interconnect Fabrication,RBICS_IG,5510152015,55101520
Semiconductor Back End and Fab Support Services,RBICS_IG,Semiconductor Manufacturing Capital Equipment,RBICS_IG,5510301010,55103010
Content Management Software,RBICS_IG,Enterprise Management Software,RBICS_IG,5520151520,55201515
Other Food Production,RBICS_IG,Food Production,RBICS_IG,5015151530,50151515
Motors and Motion Control Product Manufacturing,RBICS_IG,Commercial and Industrial Electric Products,RBICS_IG,4010151010,40101510
Automobile Financing,RBICS_IG,Consumer Finance Services,RBICS_IG,3030101510,30301015
Other Hardware Distributors,RBICS_IG,IT Hardware Distributors,RBICS_IG,5515301025,55153010
Consumer Electronics and Appliance Rental,RBICS_IG,Electronics Retail,RBICS_IG,2025151015,20251510
Other Pain Management Biopharmaceuticals,RBICS_IG,Pain Management Biopharmaceuticals,RBICS_IG,3510151525,35101515
Other Module and Subassembly Components,RBICS_IG,Module and Subassembly Components,RBICS_IG,5510101510,55101015
Film and Imaging Chemicals Manufacturing,RBICS_IG,Other Specialty/Performance Chemical Manufacturing,RBICS_IG,4510203020,45102030
Multi-Type Home and Office Software,RBICS_IG,Home and Office Software,RBICS_IG,5520152525,55201525
Other Cellular Phones Manufacturing,RBICS_IG,Wireless Mobile Equipment,RBICS_IG,5515154515,55151545
Turnkey Assembly Manufacturing Services,RBICS_IG,Contract Electronic Manufacturing,RBICS_IG,5510151025,55101510
Other Health and Personal Care Stores,RBICS_IG,Other Health and Personal Care Retail,RBICS_IG,5010201010,50102010
CNG and LNG Distributors,RBICS_IG,"LPG, Propane and Other Distributors",RBICS_IG,2515101010,25151010
Propane and LPG Marketing and Distribution,RBICS_IG,"LPG, Propane and Other Distributors",RBICS_IG,2515101030,25151010
Chemical Flavor and Fragrance Additives Products,RBICS_IG,Additives Manufacturing,RBICS_IG,4510201010,45102010
Drug Delivery Technology,RBICS_IG,Outsourced Drug Services,RBICS_IG,3515202010,35152020
Diversified Metal Ore Mining,RBICS_IG,Other Metal Ore Mining,RBICS_IG,4515251510,45152515
United States Midwest and West Commercial Banks,RBICS_IG,United States Commercial Banks,RBICS_IG,3010201020,30102010
General Machinery Manufacturing,RBICS_IG,Other Machinery Manufacturing,RBICS_IG,4010203015,40102030
Asset Management Software,RBICS_IG,Enterprise Management Software,RBICS_IG,5520151510,55201515
Metal Processing and Recycling Services,RBICS_IG,Primary Metals Products,RBICS_IG,4515102025,45151020
Sub-Saharan Fossil Fuel Exploration/Production,RBICS_IG,Other Fossil Fuel Exploration and Production,RBICS_IG,2510152035,25101520
Crude Oil Liquid Pipeline and Storage,RBICS_IG,Petroleum Liquid Pipeline and Storage,RBICS_IG,2515152010,25151520
Wireless and Wi-Fi Equipment,RBICS_IG,Local Area Networking Equipment,RBICS_IG,5515152015,55151520
Asset Tracking GPS Systems Manufacturing,RBICS_IG,Satellite Equipment,RBICS_IG,5515153010,55151530
Consumer Electronics Distributors,RBICS_IG,IT Hardware Distributors,RBICS_IG,5515301020,55153010
Other Wireless Equipment,RBICS_IG,Other Communications Equipment,RBICS_IG,5515152515,55151525
Mixed Apparel and Footwear Production,RBICS_IG,Apparel and Footwear Production,RBICS_IG,2010101510,20101015
Home Furnishing Manufacturing,RBICS_IG,Home and Office Furnishings Manufacturing,RBICS_IG,5020152010,50201520
Industrial Fabrics Manufacturing,RBICS_IG,Textile Products,RBICS_IG,4520201020,45202010
"Hardware, Plumbing, Heating Supplies Distributors",RBICS_IG,Equipment and Supplies Distributors,RBICS_IG,4015201010,40152010
Glass Container Manufacturing,RBICS_IG,Other Containers and Packaging Products,RBICS_IG,4520151510,45201515
General Purpose Test and Measurement Equipment,RBICS_IG,Test and Measurement Equipment,RBICS_IG,5515104510,55151045
Diversified Electronic Security Equipment,RBICS_IG,Electronic Security Equipment,RBICS_IG,5515101515,55151015
Other Satellite Equipment,RBICS_IG,Satellite Equipment,RBICS_IG,5515153020,55151530
Other Investment Banking and Corporate Finance,RBICS_IG,Investment Banking and Corporate Finance,RBICS_IG,3020101515,30201015
Pan-EMEA Banks,RBICS_IG,"Europe, Middle East and Africa Banks",RBICS_IG,3010102025,30101020
Apparel Fabrics Manufacturing,RBICS_IG,Textile Products,RBICS_IG,4520201010,45202010
Coatings Manufacturing,RBICS_IG,"Adhesive, Sealant, Coating and Paint Products",RBICS_IG,4510201515,45102015
Agriculture and Farming Machinery Manufacturing,RBICS_IG,Natural Resource and Construction Machinery Makers,RBICS_IG,4010202510,40102025
Air Transportation Operators,RBICS_IG,Air and Water Transportation Operators,RBICS_IG,4015101010,40151010
Animal Research,RBICS_IG,Scientific Products,RBICS_IG,3515202520,35152025
Petroleum Water Transportation,RBICS_IG,Oil and Gas Transportation and Infrastructure,RBICS_IG,2510201010,25102010
Traffic Safety and Management Equipment Products,RBICS_IG,Commercial Transportation Equipment Manufacturing,RBICS_IG,4010251040,40102510
Rail Equipment Manufacturers,RBICS_IG,Commercial Transportation Equipment Manufacturing,RBICS_IG,4010251030,40102510
Global Energy Utilities,RBICS_IG,Other Electric and Natural Gas Utilities,RBICS_IG,6510102010,65101020
Diversified Development and Manufacturing Services,RBICS_IG,Development and Manufacturing Services,RBICS_IG,3515252010,35152520
Fertilizers Manufacturing,RBICS_IG,Agrochemical Products,RBICS_IG,4510202010,45102020
Online Game Websites and Software,RBICS_IG,Games Software,RBICS_IG,5520152020,55201520
Fast Casual Restaurants,RBICS_IG,Restaurants and Bars,RBICS_IG,1510102520,15101025
Healthcare Consulting,RBICS_IG,Other Healthcare Support Services,RBICS_IG,3515102515,35151025
End-User Telephony Equipment,RBICS_IG,Business Communications Equipment,RBICS_IG,5515151015,55151510
Alumina and Aluminum Products Manufacturing,RBICS_IG,Primary Metals Products,RBICS_IG,4515102010,45151020
Petroleum Storage and Transportation,RBICS_IG,"LPG, Propane and Other Distributors",RBICS_IG,2515101025,25151010
Nanotechnology Materials Manufacturing,RBICS_IG,Other Specialty/Performance Chemical Manufacturing,RBICS_IG,4510203035,45102030
Liver Disorders Biopharmaceuticals,RBICS_IG,Digestive System Biopharmaceuticals,RBICS_IG,3510202020,35102020
Ambulatory and Outpatient Care,RBICS_IG,Other Ambulatory and Outpatient Patient Care,RBICS_IG,3515153015,35151530
Market Research Services,RBICS_IG,Consulting/Business Process Outsourcing Services,RBICS_IG,1010151515,10101515
Other International Energy Utilities,RBICS_IG,Other Electric and Natural Gas Utilities,RBICS_IG,6510102015,65101020
Electronic Security Identification Equipment,RBICS_IG,Electronic Security Equipment,RBICS_IG,5515101520,55151015
Other Heavy Building Material/Aggregate Products,RBICS_IG,Heavy Building Material and Aggregate Products,RBICS_IG,4515352015,45153520
Machine Shops,RBICS_IG,Metal Parts and Component Manufacturing,RBICS_IG,4515101035,45151010
Other Pharmaceuticals Distributors,RBICS_IG,Healthcare Distributors,RBICS_IG,3515102020,35151020
Skilled Nursing Facility (Nursing Home),RBICS_IG,Long-Term Care Facilities,RBICS_IG,3515152025,35151520
Jewelry and Other Accessories Production,RBICS_IG,Accessories Production,RBICS_IG,2010101010,20101010
Home Decor and Furnishings Stores,RBICS_IG,Furniture and Home Furnishings Stores,RBICS_IG,2025201520,20252015
Diversified Hazardous Materials Disposal,RBICS_IG,Hazardous Materials Disposal,RBICS_IG,1010251510,10102515
Hazardous/Industrial Waste Disposal,RBICS_IG,Hazardous Materials Disposal,RBICS_IG,1010251525,10102515
Garbage Services,RBICS_IG,General Waste Collection,RBICS_IG,1010251015,10102510
Soil Remediation,RBICS_IG,Environmental Services,RBICS_IG,1010253025,10102530
Natural Resource/Construction Component Products,RBICS_IG,Natural Resource and Construction Machinery Makers,RBICS_IG,4010202525,40102025
Other Building Materials Distribution,RBICS_IG,Building Materials Distribution,RBICS_IG,4015202515,40152025
Radio and Television Broadcasting,RBICS_IG,Broadcast Media Services,RBICS_IG,1515101010,15151010
Full Service CRO,RBICS_IG,Contract Research Organizations,RBICS_IG,3515251525,35152515
Mixed Electronic Systems Manufacturing Services,RBICS_IG,Diversified Electronic Manufacturing and Services,RBICS_IG,5510151510,55101515
Circuits Assembly Services,RBICS_IG,Contract Electronic Manufacturing,RBICS_IG,5510151010,55101510
Other Defense Manufacturing,RBICS_IG,Defense Manufacturing,RBICS_IG,4010101510,40101015
Diversified Consumer Vehicle Parts Manufacturing,RBICS_IG,Consumer Vehicle Parts Manufacturing,RBICS_IG,2020101025,20201010
Electronic Interconnect Components,RBICS_IG,Interconnect Electronic Components,RBICS_IG,5510101015,55101010
Upholstery Fabrics Manufacturing,RBICS_IG,Textile Products,RBICS_IG,4520201025,45202010
Office/Institution Furniture and Accessory Makers,RBICS_IG,Home and Office Furnishings Manufacturing,RBICS_IG,5020152015,50201520
Other Design and Engineering Software,RBICS_IG,Design and Engineering Software,RBICS_IG,5520151020,55201510
Multi-Industry-Specific IT Services,RBICS_IG,Industry-Specific IT Services,RBICS_IG,5520201510,55202015
Fabricated Pipes and Pipe Fittings Products,RBICS_IG,Metal Parts and Component Manufacturing,RBICS_IG,4515101015,45151010
Diversified Semiconductors,RBICS_IG,General Semiconductors,RBICS_IG,5510202010,55102020
Food and Beverage Distributors,RBICS_IG,Retail Distributors,RBICS_IG,5010102515,50101025
Diversified Semiconductor Manufacturing Services,RBICS_IG,Semiconductor Manufacturing Services,RBICS_IG,5510301520,55103015
Touchscreen Panels Display Equipment,RBICS_IG,Hardware Components,RBICS_IG,5515203025,55152030
Corrugated Container Manufacturing,RBICS_IG,Paper Packaging Products,RBICS_IG,4520152010,45201520
"Leather, Handbags and Luggage Goods",RBICS_IG,Accessories Production,RBICS_IG,2010101015,20101010
Enterprise Middleware Software,RBICS_IG,IT Infrastructure Software,RBICS_IG,5520153525,55201535
Multi-Type Electronic Manufacturing Services,RBICS_IG,Contract Electronic Manufacturing,RBICS_IG,5510151020,55101510
RF Analog and Mixed Signal Semiconductors,RBICS_IG,Analog and Mixed Signal Semiconductors,RBICS_IG,5510201025,55102010
Water Treatment Agents Manufacturing,RBICS_IG,Cleaning and Sanitizing Agent Products,RBICS_IG,4510202520,45102025
Manufacturing Additives Manufacturing,RBICS_IG,Additives Manufacturing,RBICS_IG,4510201015,45102010
Inorganic Chemical Manufacturing,RBICS_IG,Other Commodity Chemical Manufacturing,RBICS_IG,4510101520,45101015
Diversified IT Infrastructure Software,RBICS_IG,IT Infrastructure Software,RBICS_IG,5520153520,55201535
Multi-Type Plastic Packaging Products Makers,RBICS_IG,Plastic Packaging Products,RBICS_IG,4520152510,45201525
Clay and Ceramic Products,RBICS_IG,Nonmetallic Minerals Products,RBICS_IG,4515151010,45151510
General Analog and Mixed Signal Semiconductors,RBICS_IG,Analog and Mixed Signal Semiconductors,RBICS_IG,5510201010,55102010
Other Processor Semiconductors,RBICS_IG,Processor Semiconductors,RBICS_IG,5510203030,55102030
"Power, Control and Mixed Signal Semiconductors",RBICS_IG,Analog and Mixed Signal Semiconductors,RBICS_IG,5510201020,55102010
Other Office Equipment Manufacturing,RBICS_IG,Office Equipment Products,RBICS_IG,5515103015,55151030
Other Sporting and Athletic Goods,RBICS_IG,Sporting and Athletic Goods,RBICS_IG,2010152025,20101520
Motorcycle Manufacturing,RBICS_IG,Consumer Vehicle Manufacturing,RBICS_IG,2020101520,20201015
Diversified Commodity Chemical Makers,RBICS_IG,Other Commodity Chemical Manufacturing,RBICS_IG,4510101510,45101015
Customer Premises Network Security Equipment,RBICS_IG,Wide Area Networking Equipment,RBICS_IG,5515153515,55151535
Machine Vision and Quality Control Manufacturing,RBICS_IG,Industrial Machine Parts and Support Equipment,RBICS_IG,4010202020,40102020
Household Robot Makers,RBICS_IG,Small Appliances and Accessories Manufacturing,RBICS_IG,5020101540,50201015
Security and Identification Semiconductors,RBICS_IG,Specialized Semiconductors,RBICS_IG,5510204030,55102040
Nonvolatile Memory Semiconductors,RBICS_IG,Memory Semiconductors,RBICS_IG,5510202510,55102025
Defense Training and Testing Providers,RBICS_IG,Diversified Aerospace and Defense Manufacturing,RBICS_IG,4010102015,40101020
Optoelectronics Discrete Semiconductors,RBICS_IG,Discrete Semiconductors,RBICS_IG,5510201510,55102015
Carrier Core (Backbone) Equipment,RBICS_IG,Wide Area Networking Equipment,RBICS_IG,5515153510,55151535
Other Wide Area Networking Equipment,RBICS_IG,Wide Area Networking Equipment,RBICS_IG,5515153530,55151535
"Beer, Wine and Spirits Retail",RBICS_IG,Retail Distributors,RBICS_IG,5010102510,50101025
Other Mobile Equipment,RBICS_IG,Wireless Mobile Equipment,RBICS_IG,5515154520,55151545
Ball and Roller Bearings Products,RBICS_IG,Metal Parts and Component Manufacturing,RBICS_IG,4515101010,45151010
Multimedia Semiconductors,RBICS_IG,Specialized Semiconductors,RBICS_IG,5510204015,55102040
Other Specialized Semiconductors,RBICS_IG,Specialized Semiconductors,RBICS_IG,5510204020,55102040
Multi-Type Containers and Packaging Makers,RBICS_IG,Other Containers and Packaging Products,RBICS_IG,4520151515,45201515
Tobacco Product Retail,RBICS_IG,Retail Distributors,RBICS_IG,5010102530,50101025
Printing and Imaging Peripherals,RBICS_IG,Computer Peripherals,RBICS_IG,5515201035,55152010
Natural Resource/Construction Machinery Products,RBICS_IG,Natural Resource and Construction Machinery Makers,RBICS_IG,4010202530,40102025
Securities Exchanges and ECNs,RBICS_IG,Securities Sales and Trading Services,RBICS_IG,3020102525,30201025
General Carrier Edge and Access Equipment,RBICS_IG,Wide Area Networking Equipment,RBICS_IG,5515153520,55151535
"Europe, Middle East and Africa Wireline Services",RBICS_IG,Wireline Services,RBICS_IG,6010151520,60101515
Plumbing Fixtures and Trim Manufacturing,RBICS_IG,Small Appliances and Accessories Manufacturing,RBICS_IG,5020101535,50201015
Television Cable and Broadcast Networks,RBICS_IG,Entertainment and Programming Providers,RBICS_IG,1515101515,15151015
